,name of company,college name,region,year
1015,Samsung,Veermata Jijabai Technological Institute,Mumbai,2015
1016,Cisco,Veermata Jijabai Technological Institute,Mumbai,2015
1017,Medianet directi,Veermata Jijabai Technological Institute,Mumbai,2015
1018,Citicorp Services,Veermata Jijabai Technological Institute,Mumbai,2015
1019,Bank of America,Veermata Jijabai Technological Institute,Mumbai,2015
1020,HDFC,Veermata Jijabai Technological Institute,Mumbai,2015
1021,Infosys,Veermata Jijabai Technological Institute,Mumbai,2015
1022,Wipro Technologies,Veermata Jijabai Technological Institute,Mumbai,2015
1023,Godrej,Veermata Jijabai Technological Institute,Mumbai,2015
1024,Accenture,Veermata Jijabai Technological Institute,Mumbai,2015
1025,Deloitte,Veermata Jijabai Technological Institute,Mumbai,2015
1026,Rakuten,Veermata Jijabai Technological Institute,Mumbai,2014
1027,Google,Veermata Jijabai Technological Institute,Mumbai,2014
1028,Microsoft,Veermata Jijabai Technological Institute,Mumbai,2014
1029,Morgan Stanley,Veermata Jijabai Technological Institute,Mumbai,2014
1030,Citicorp,Veermata Jijabai Technological Institute,Mumbai,2014
1031,Accenture,Veermata Jijabai Technological Institute,Mumbai,2014
1032,Infosys,Veermata Jijabai Technological Institute,Mumbai,2014
1033,IBM Ltd.,Veermata Jijabai Technological Institute,Mumbai,2014
1034,Citius Tech,Veermata Jijabai Technological Institute,Mumbai,2014
1035,Lodha Group,Veermata Jijabai Technological Institute,Mumbai,2014
1036,Tech Mahindra,Veermata Jijabai Technological Institute,Mumbai,2014
1037,Deloitte,Veermata Jijabai Technological Institute,Mumbai,2014
1038,Samsung,Veermata Jijabai Technological Institute,Mumbai,2014
1039,L & T Ltd,Veermata Jijabai Technological Institute,Mumbai,2014
1040,Oracle,Veermata Jijabai Technological Institute,Mumbai,2014
1041,Sanmar Group,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1042,Sunguard,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1043,Allerin,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1044,Amazon,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1045,Parametrix,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1046,Sutherland Global services,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1047,Bitwise Solutions,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1048,Zeus,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1049,Qualitykiosk,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1050,Financial software & system,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1051,CMS IT services,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1052,PRDXN,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1053,Bitwise Solutions,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1054,Polaris,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1055,Allerin,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1056,PC Technology,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1057,Syntel,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1058,SEED Infotech,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1059,Majesco,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1060,HFCL,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1061,Directi Solution,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1062,Sales element,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1063,Reliance Jio,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1064,Ugam Solution,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1065,ECW,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1066,INTECH,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1067,TANTRA GYAN BUSINESS,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1068,NUCSOFT,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1069,CYBERTECH,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1070,FLEXTRONIX,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1071,SIEMENS,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1072,SUZLON,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1073,3D PLM,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2016
1074,Eclinicalworks,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1075,Miles Software,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1076,Atos India Pvt LTD,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1077,Miles Software,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1078,SYNTEL,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1079,SYNTEL,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1080,SKILLNET SOLUTIONS INDIA PVT. LTD.,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1081,CMS IT Services Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1082,Ugam,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1083,Eclinicalworks,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1084,Eclinicalworks,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1085,Rave Technologies India Pvt. Ltd.,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1086,Rave Technologies India Pvt. Ltd.,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1087,Krisnela Technologies Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1088,Amazon.com,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1089,Amazon.com,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1090,Leading Financial Institution,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1091,Eiosys Pvt. Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1092,Eiosys Pvt. Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1093,QualityKiosk Technologies Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1094,QualityKiosk Technologies Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1095,Vortex Engineering Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1096,3DPLM Software Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1097,Nitai Partners Systems Pvt Ltd.,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1098,HCL Infosystems,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1099,HCL Infosystems,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1100,Eclinicalworks,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1101,APTEAN,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1102,APTEAN,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1103,XL Dynamics India Pvt.ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1104,Vortex Engineering Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1105,Vortex Engineering Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1106,Hewlett-Packard,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1107,Hewlett-Packard,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1108,XL Dynamics India Pvt.ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1109,Ugam,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1110,Financial Software and Systems,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1111,Dimension Data India Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1112,Capgemini India Pvt. Ltd.,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1113,POLARIS Consulting and Services Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1114,Ugam,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1115,Dimension Data India Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1116,POLARIS Consulting and Services Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1117,QualityKiosk Technologies Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1118,Quinnox,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1119,Directi Internet Solutions Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1120,Directi Internet Solutions Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1121,Directi Internet Solutions Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1122,Ugam,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1123,QualityKiosk Technologies Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1124,Quinnox,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1125,GTL Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1126,Teradata,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1127,Eaton Technologies,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1128,Eaton Technologies,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1129,E Scan,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1130,QualityKiosk Technologies Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1131,Vema Solar Pvt. Ltd. Solar Energy Integrator,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1132,"Global Talent Track, Pvt Ltd.",Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1133,Protegrity,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1134,Protegrity,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1135,Tech Mahindra Business Services Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1136,Protegrity,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1137,Protegrity,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1138,Quick Heal Technologies Pvt. Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1139,Capgemini India Pvt. Ltd.,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1140,Directi Internet Solutions Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1141,Delhivery,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1142,3DPLM Software Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1143,Extrieve Technologies Pvt. Ltd.,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1144,3DPLM Software Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1145,Directi Internet Solutions Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1146,QualityKiosk Technologies Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1147,Quinnox,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1148,Tata Technology,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1149,Forbes Marshall,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1150,Global Automation,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1151,Miles Software,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1152,Miles Software,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1153,Polaris Financial Technology Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1154,L&T Infotech,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1155,Multiplier Solutions,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1156,Trizetto India Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1157,Trizetto India Private Limited,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1158,SYNTEL,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2015
1159,TechMainStay,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1160,MuTech Solutions,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1161,Jaideep Infosis,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1162,ERGODE info,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1163,Financial   software   solutions,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1164,Reliance Jio,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1165,Reliance Jio,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1166,Mhapsis,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1167,SoGoSurvey,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1168,CMS,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1169,IIT mumbai job   fair,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1170,Eclerx,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1171,Infinity   computing   system,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1172,Job fair (Ideal   wada),Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1173,Swabhav Tech   labs,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1174,ECW,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1175,Buildon Company,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1176,Sutherland global   services,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1177,Shipping   corporation,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1178,Mhapsis,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1179,Amazon,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1180,Marathon,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1181,CMS,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1182,ECW,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1183,Accural Solution,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1184,Paramatrix,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1185,KPIT,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1186,Maple,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1187,Job fair (D Y Patil   Mumbai),Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1188,E learning sector,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1189,JBR Health   Education,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1190,ATIDAN,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1191,Mindgate   Solutions,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1192,Job   fair(Vishwaniketa  n college),Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1193,ECW,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1194,D-MART,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1195,BITWISE,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1196,Syntel,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1197,Miles Software,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1198,PEOL   TECHNOLOGIES,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1199,PRDXN,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1200,ITTI,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1201,Amazon,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1202,CAPGEMINI,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1203,JADE GOLBAL,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1204,BRIDGE,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1205,MIRRAW,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1206,SEED,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1207,RENDERED IDEAS,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1208,IDEAS 91,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1209,SMOLLAN,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1210,V2Stech Solutions,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1211,Ultramax Infonet,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1212,Zensoft Services,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1213,SilverTechnologies,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1214,NueroSpeech Technologies pvt ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1215,Hexaware Technologies,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1216,DSM Infotech pvt ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1217,Tulip Technologies,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1218,Wipro,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1219,Network 18,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1220,Concerto softwares,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1221,ACS Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1222,Nirmal Industries,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1223,Midmark Ind Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1224,Kuka Robotics Ind Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1225,Weldcract,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1226,Chembond  Chemicals Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1227,RED APPLE CORP,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1228,Techflow  Engineers Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1229,Buildon Company,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1230,PHI EDUCATION  SOLUTIONS,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1231,Tikkona infinet  ltd Services,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1232,Aegis,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1233,Amazon,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1234,AUFKLAREN  DIGITAL MEDIA,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1235,BSE,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1236,Epam Systems  India Pvt Ltd,Alamuri Ratnamala Institute of Engineering & Technology,Thane,2017
1237,Morgan Stanley,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1238,JP Morgan Chase Tech.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1239,Directi,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1240,Browser Stack,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1241,Diebold,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1242,Blue Star Ltd.,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1243,ZS Associates,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1244,TCS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1245,E&Y,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1246,OFSS,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
1247,CapGemini,Dwarkadas J. Sanghvi College of Engineering,Mumbai,2015
